order	tree	tree_sp	block	block2	site	treatment	mo	moisture_content	LAI	basal_area	nematodes_gram	Achromadora	Acrobeles	Acrobeloides	Acrolobus	Aglenchus	Alaimus	Allodorylaimus	Anaplectus	Anatonchus	Anguina	Aphelenchoides	Aphelenchus	Aporcelaimellus	Aporcelaimium	Aporcelaimus	Aprutides	Axonchium	Basiria	Bastiania	Boleodorus	Bunonema	Bursaphelenchus	Bursilla	Cephalenchus	Cephalobus	Cervidellus	Chiloplacus	Chromadorita	Chronogaster	Clarkus	Coomansus	Coslenchus	criconema	Criconemella	Criconemoides	Criptonchus	Cylindrolaimus	Daptonema	Dauer larva	Dintheria	Diphtherophora	Diplogasteritus	Discolaimium	Ditylenchus	Domorganus	Dorylaimellus	Dorylaimoides	Drilocephalobus	ecphyadophora	Epidorylaimus	Eucephalobus	Eudorylaimus	Eumonhystera 	Filenchus	Fungtionchun	Geomonhystera	Helicotylenchus	Hemicycliophora	Heterocephalobus	Hexatilus	Ironus	Labronema	Lelenchus	Leptolaimus	Leptonchus	Longidorella	Longidorus	Malenchus	Merlinius	Mesocriconema	Mesorhabditis	Metateratocephalus	Microdorylaimus	Microlaimus	Miconchus	Miculenchus	Monhystera	Monhystrella	Mylonchulus	Neopsilenchus	Neothada	Nothotylenchus	Nygolaimus	Ogma	Odontolaymus	Onchulus	Panagrolaimus	Paramphidelus	Paraphelenchus	Pararotylenchus	Paratrichodorus	Paratylenchus	Paraxonchium	Pellioditis	Pelodera	Plectus	Plectonchus	Pratylenchus	Prionchulus	Prismatolaimus	Pristionchus	Prodesmodora	Prodorylaimus	Pseudhalenchus	Psilenchus	Pungentus	Rhabditis	Rhabdolaimus	Rotylenchus	Sectonema	Seinura	Stenonchulus	Sterneinema	Subanguina	Tenunemellus	Teratocephalus	Teratorhabditis	Theristus	Thornia	Thonus	tobrilus	Trichistoma	Trichodorus	Tripyla	Trophonema	Turbatrix	Tylencholaimellus	Tylencholaimus	Tylenchorhynchus	Tylenchus	Tylocephalus	tylolaimophorus	Verutus	Wilsonema	Xiphinema	maturity_index	maturity_index _2-5 	sigma_maturity _index	plant_parasitic_index	channel_index	basal_index	enrichment_index	structure_index	total_biomass	composite_footprint	enrichment_footprint	structure_footprint	herbivore_footprint	fungivore_footprint	bacterivore_footprint	predator_footprint	omnivore_footprint	total_number	herbivores_percentage	fungivores_percentage	fungivores_percen_free-living	bacterivores_percentage	bacterivores_percen_free-living	predators_percen	predators_percen_free-living	omnivores_percentage	omnivores_percen_free-living	sedentary_parasites_percen_herbivores	migratory_endoparasites_percen_herbivores	semi-endoparasites_percen_herbivores	ectoparasites_percen_ herbivores	epidermal_percen_herbivores	"Algal/lichen/moss feeders, % of herbivores"	cp1_percen_free-living	cp2_percen_free-living	cp3_percen_free-living	cp4_percen_free-living	cp5_percen_free-living	pp2_percen_herbivores	pp3_percen_herbivores	pp4_percen_herbivores	pp5_percen_herbivores	bacterivores_number	fungivores_number	predators_number	hervibores_number	omnivores_number	ncr	f_b_ratio	nutritional_status_changes	f+b_pp	prey_predator	topdown	hervibores_number16	f_b_ratio16	fungivores_number16	hervibores_percen16	fungivores_percen16	prey_predator16	richness16	abundance16	shannong16
13	433	encina	2	2	Puechabon	control	19.1091559	28.45	2.92	102.0703453	13.15	0.00000	0.64000	0.13000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.00000	0.26000	0.00000	0.26000	0.00000	0.00000	0.00000	0.00000	0.38000	0.26000	0.13000	0.00000	0.13000	0.13000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.13000	0.00000	0.64000	2.68000	0.00000	0.00000	1.15000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.26000	0.00000	0.13000	0.00000	0.38000	0.00000	0.00000	0.26000	0.00000	0.13000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.00000	0.00000	0.77000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.26000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.64000	0.13000	1.15000	0.00000	0.00000	0.00000	0.26000	0.00000	2.58000	2.58000	2.56000	2.51000	100.00000	31.10000	35.84000	62.36000	0.01000	2.52000	0.27000	1.38000	0.48000	0.38000	0.44000	0.65000	0.57000	13.24000	32.00000	31.90000	46.90000	24.30000	35.80000	5.90000	8.70000	5.90000	8.70000	0.00000	0.00000	27.10000	24.30000	48.60000	0.00000	0.00000	71.20000	5.80000	17.20000	5.80000	54.70000	39.20000	6.10000	0.00000	3.20000	4.20000	0.78000	4.21000	0.78000	0.43000	1.31000	1.03000	1.75772	7.44231	0.37055									
14	447	encina	2	2	Puechabon	control	18.5	29.55	2.92	60.82123377	10.21	0.00000	0.20000	0.41000	0.00000	0.00000	0.10000	0.00000	0.20000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.20000	0.00000	0.20000	2.35000	0.00000	0.00000	0.51000	0.00000	0.10000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.61000	0.00000	0.10000	0.00000	0.10000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.31000	0.41000	0.00000	0.00000	0.61000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10000	0.61000	0.10000	0.20000	0.31000	0.00000	0.00000	0.00000	0.00000	2.61000	2.63000	2.59000	2.50000	88.76000	28.78000	38.49000	64.89000	0.01000	2.02000	0.40000	0.93000	0.19000	0.36000	0.74000	0.19000	0.54000	10.15000	18.00000	39.10000	47.70000	29.90000	36.40000	2.00000	2.40000	11.00000	13.50000	0.00000	0.00000	33.30000	33.30000	33.30000	0.00000	1.20000	68.40000	3.60000	21.90000	4.90000	50.30000	49.70000	0.00000	0.00000	3.05000	3.99000	0.20000	1.84000	1.12000	0.43000	1.31000	1.04000	3.82609	6.72727	0.71739									
15	448	encina	2	2	Puechabon	control	23.75252604	33.22	2.92	81.71282492	13.87	0.00000	0.00000	0.83000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.42000	0.00000	0.69000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28000	1.11000	0.00000	0.42000	0.14000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28000	0.00000	0.14000	3.19000	0.00000	0.00000	0.00000	0.00000	0.28000	0.00000	0.00000	0.00000	0.28000	0.00000	0.28000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.69000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	1.11000	0.00000	0.97000	0.00000	0.28000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.28000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.42000	0.00000	0.28000	0.00000	0.00000	0.00000	2.49000	2.54000	2.42000	2.06000	75.37000	26.09000	49.03000	65.16000	0.02000	3.85000	0.38000	3.06000	0.17000	0.50000	0.54000	0.07000	2.58000	13.91000	16.00000	41.00000	48.80000	34.00000	40.50000	2.00000	2.40000	7.00000	8.30000	0.00000	0.00000	0.00000	37.20000	62.80000	0.00000	3.60000	61.90000	23.80000	3.60000	7.10000	93.70000	6.30000	0.00000	0.00000	4.71000	5.69000	0.28000	2.22000	0.97000	0.45000	1.21000	1.21000	4.68468	10.09600	0.56306									
16	472	encina	2	2	Puechabon	control	17.45633188	27.83	2.92	2091.169734	14.4	0.00000	0.00000	0.71000	0.00000	0.00000	0.00000	0.00000	0.29000	0.00000	0.00000	0.57000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.14000	0.00000	0.14000	0.00000	0.43000	0.57000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29000	0.00000	0.00000	0.29000	0.00000	0.14000	0.00000	3.71000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	1.43000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.14000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.86000	0.00000	0.14000	0.00000	0.00000	0.71000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.29000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.14000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.29000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2.40000	2.52000	2.29000	2.00000	58.45000	26.04000	55.83000	61.17000	0.01000	2.23000	0.54000	1.13000	0.26000	0.47000	0.68000	0.20000	0.62000	14.40000	27.70000	37.60000	52.10000	25.80000	35.60000	1.90000	2.70000	6.90000	9.60000	0.00000	0.00000	0.00000	17.80000	82.20000	0.00000	8.30000	62.90000	11.00000	16.50000	1.30000	100.00000	0.00000	0.00000	0.00000	3.71000	5.41000	0.27000	3.99000	0.99000	0.41000	1.46000	1.20000	2.28571	10.40476	0.31579									
17	475	encina	2	2	Puechabon	control	20.06315789	28.7	2.92	1611.707717	18.16	0.00000	0.18000	1.45000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.27000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	0.00000	0.73000	0.00000	0.00000	0.91000	0.18000	0.18000	0.00000	0.00000	0.00000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.45000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	3.45000	0.00000	0.00000	0.00000	0.00000	2.36000	0.00000	0.00000	0.00000	0.18000	0.00000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36000	0.00000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.45000	0.00000	0.00000	0.00000	0.91000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18000	0.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18000	0.00000	0.00000	0.00000	0.18000	0.00000	1.09000	0.00000	0.00000	0.00000	0.00000	0.00000	2.16000	2.16000	2.13000	2.00000	100.00000	53.55000	34.22000	25.77000	0.01000	2.59000	0.62000	0.73000	0.27000	0.70000	0.98000	0.61000	0.03000	18.13000	18.00000	41.00000	50.00000	36.00000	43.90000	3.00000	3.60000	2.00000	2.40000	0.00000	0.00000	0.00000	44.50000	55.50000	0.00000	0.00000	91.50000	1.20000	7.30000	0.00000	100.00000	0.00000	0.00000	0.00000	6.54000	7.44000	0.54000	3.27000	0.36000	0.47000	1.14000	1.08000	4.27523	19.16667	0.27523									
18	488	encina	2	2	Puechabon	control	23.24106694	32.2	2.92	989.7980354	15.26	0.15000	0.46000	0.31000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.61000	0.00000	0.00000	0.00000	0.61000	0.00000	0.00000	0.15000	0.00000	0.00000	0.15000	0.15000	0.00000	0.00000	0.46000	0.61000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.46000	0.15000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3.36000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	1.98000	0.00000	0.00000	0.15000	0.00000	0.00000	0.15000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15000	0.00000	0.15000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.46000	0.00000	0.00000	0.00000	0.31000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.00000	0.15000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.07000	0.00000	0.46000	0.46000	0.00000	0.00000	0.00000	0.00000	2.46000	2.50000	2.40000	2.23000	79.76000	31.93000	42.24000	58.35000	0.06000	7.70000	0.39000	6.44000	0.28000	0.52000	0.75000	0.00000	6.15000	15.27000	25.90000	38.00000	51.30000	30.10000	40.70000	0.00010	0.00000	6.00000	8.00000	3.80000	0.00000	0.00000	23.20000	73.00000	0.00000	2.70000	71.70000	8.10000	12.10000	5.40000	80.80000	15.40000	3.80000	0.00000	4.59000	5.80000	0.01000	3.95000	0.92000	0.44000	1.26000	1.10000	2.63038	15.58696	0.23291									
19	497	encina	2	2	Puechabon	drought	30.86185044	42.57	2.15	1604.599864	30.38	0.61000	0.91000	1.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.52000	0.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.61000	0.00000	0.00000	2.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	0.00000	0.00000	0.30000	0.91000	0.30000	0.30000	4.86000	0.00000	0.00000	0.00000	0.00000	5.77000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.61000	0.61000	0.00000	0.61000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	0.00000	0.00000	1.22000	0.00000	0.30000	0.00000	2.13000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.61000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.61000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.30000	0.00000	0.91000	0.91000	0.00000	0.00000	0.00000	0.30000	2.16000	2.22000	2.21000	2.54000	62.01000	48.27000	36.48000	33.21000	0.01000	4.96000	1.26000	0.76000	0.70000	0.58000	3.12000	0.00000	0.56000	30.36000	13.00000	28.00000	32.20000	53.00000	60.90000	0.00010	0.00000	6.00000	6.90000	15.40000	0.00000	0.00000	53.90000	30.60000	0.00000	4.60000	84.00000	2.30000	9.20000	0.00000	61.50000	30.90000	0.00000	7.60000	16.10000	8.51000	0.00010	3.95000	1.82000	0.65000	0.53000	0.85000	6.23038	15.69231	0.46076									
20	504	encina	2	2	Puechabon	drought	20.19326891	43.26	2.15	669.66189	19.63	0.39000	0.20000	0.20000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	1.77000	0.00000	0.00000	0.00000	0.39000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.57000	0.00000	0.39000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.39000	0.20000	1.18000	2.36000	0.00000	0.00000	0.00000	0.00000	1.37000	0.00000	0.00000	0.00000	0.00000	0.00000	0.39000	0.00000	0.00000	0.20000	0.00000	0.00000	0.79000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.79000	0.00000	0.00000	0.00000	2.16000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.79000	0.00000	0.00000	0.39000	0.00000	0.20000	0.00000	0.20000	0.00000	0.20000	0.00000	0.20000	0.39000	0.00000	0.59000	0.79000	0.20000	0.00000	0.00000	0.00000	2.30000	2.38000	2.30000	2.29000	59.01000	35.71000	43.81000	50.51000	0.05000	7.12000	0.76000	4.84000	0.26000	0.68000	1.67000	0.30000	4.21000	19.68000	14.00000	35.00000	40.60000	44.10000	51.20000	1.00000	1.20000	6.00000	7.00000	14.20000	0.00000	0.00000	42.90000	42.90000	0.00000	5.80000	73.20000	8.20000	10.50000	2.30000	78.50000	14.20000	7.30000	0.00000	8.66000	6.87000	0.20000	2.75000	1.18000	0.56000	0.79000	1.00000	5.64727	13.24638	0.50182									
21	522	encina	2	2	Puechabon	drought	28.77144547	44.08	2.15	46.56625711	27.4	0.00000	0.82000	0.27000	0.00000	0.00000	0.00000	0.27000	0.82000	0.00000	0.00000	1.92000	0.00000	1.37000	0.00000	0.55000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27000	0.00000	0.00000	0.82000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.82000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27000	0.00000	0.00000	1.37000	2.47000	0.00000	0.00000	0.00000	0.00000	0.82000	0.27000	0.00000	0.00000	0.55000	0.00000	0.00000	0.27000	0.00000	0.00000	0.82000	0.55000	0.27000	0.00000	0.27000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27000	0.00000	0.00000	0.00000	0.00000	0.82000	0.00000	0.00000	0.00000	3.01000	0.00000	0.00000	0.00000	1.92000	0.00000	1.37000	0.27000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.82000	0.00000	0.00000	0.82000	0.00000	0.55000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.55000	1.10000	0.00000	0.00000	0.00000	0.00000	2.60000	2.63000	2.60000	2.62000	69.53000	27.30000	33.68000	68.31000	0.08000	12.81000	0.53000	9.82000	0.54000	0.40000	2.49000	0.82000	8.58000	27.36000	16.00000	18.00000	21.50000	50.00000	59.50000	2.00000	2.40000	14.00000	16.60000	0.00000	0.00000	0.00000	74.90000	25.10000	0.00000	2.30000	60.70000	20.30000	8.30000	8.40000	43.80000	50.00000	6.20000	0.00000	13.70000	4.93000	0.55000	4.38000	3.84000	0.74000	0.36000	0.99000	4.25342	5.24146	1.00228									
22	534	encina	2	2	Puechabon	drought	29.0284023	50	2.15	40.71504079	30.1	0.00000	1.79000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	2.38000	0.00000	0.89000	0.00000	1.49000	0.00000	0.30000	0.30000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	0.00000	0.89000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.60000	0.30000	0.00000	1.79000	4.77000	0.00000	0.60000	0.00000	0.00000	0.60000	0.00000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.79000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.49000	0.00000	0.60000	0.00000	0.00000	1.79000	0.00000	0.00000	0.00000	0.89000	0.00000	0.00000	0.00000	0.30000	0.00000	0.89000	0.00000	0.00000	0.00000	0.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.89000	0.00000	0.00000	0.60000	0.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.30000	0.60000	0.00000	1.49000	0.30000	0.00000	0.00000	0.00000	0.00000	2.65000	2.75000	2.59000	2.23000	57.46000	22.91000	47.46000	71.12000	0.16000	20.14000	0.91000	17.46000	0.51000	0.69000	1.81000	0.00000	17.13000	30.13000	12.90000	29.70000	34.10000	37.60000	43.20000	0.00010	0.00000	19.80000	22.70000	7.70000	0.00000	0.00000	46.10000	46.10000	0.00000	5.70000	59.10000	9.10000	17.10000	9.10000	92.30000	0.00000	0.00000	7.70000	11.32000	8.94000	0.00010	3.88000	5.96000	0.56000	0.79000	1.19000	5.22165	4.05034	1.53608									
23	536	encina	2	2	Puechabon	drought	27.41312741	44.33	2.15	4382.592438	31.12	0.00000	0.31000	0.93000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.93000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.93000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.62000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	8.71000	0.00000	0.00000	0.00000	0.00000	1.24000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.62000	0.62000	0.00000	0.62000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.62000	0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.87000	0.00000	0.00000	0.00000	4.05000	0.00000	0.00000	0.00000	0.62000	0.00000	0.31000	0.00000	0.00000	0.00000	0.62000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.31000	0.00000	0.00000	0.00000	0.00000	0.62000	0.62000	0.00000	0.00000	0.00000	0.00000	0.31000	0.62000	0.00000	1.87000	0.93000	0.00000	0.00000	0.31000	0.00000	2.34000	2.41000	2.31000	2.19000	66.03000	33.82000	45.17000	53.11000	0.03000	6.85000	1.27000	3.32000	0.58000	0.74000	2.50000	1.15000	1.88000	31.07000	21.00000	34.00000	43.10000	34.00000	43.00000	4.00000	5.10000	7.00000	8.80000	0.00000	0.00000	0.00000	42.90000	57.10000	0.00000	5.10000	72.20000	10.10000	8.80000	3.80000	85.80000	9.50000	4.70000	0.00000	10.58000	10.58000	1.24000	6.54000	2.18000	0.50000	1.00000	1.07000	3.23547	8.09942	0.52294									
24	538	encina	2	2	Puechabon	drought	22.30500802	44.73	2.15	70.88218425	24.99	0.00000	0.00000	0.98000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25000	0.00000	0.98000	0.00000	0.00000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	0.98000	0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.49000	0.00000	0.49000	0.00000	0.00000	0.00000	0.74000	0.00000	0.49000	1.72000	4.17000	0.00000	0.00000	0.00000	0.00000	0.74000	0.00000	0.00000	0.00000	0.49000	0.00000	0.00000	0.25000	0.00000	0.49000	0.00000	0.00000	0.74000	0.00000	0.49000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.23000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.98000	0.00000	0.00000	0.74000	0.25000	0.00000	0.00000	1.96000	0.00000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	0.25000	0.74000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25000	0.00000	0.00000	0.49000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.96000	0.00000	0.74000	0.00000	0.00000	0.00000	0.00000	0.00000	2.72000	2.79000	2.66000	2.40000	65.58000	23.65000	41.21000	71.65000	0.11000	14.22000	0.62000	12.08000	0.41000	0.78000	1.37000	0.00000	11.66000	25.08000	19.70000	30.30000	37.70000	32.40000	40.30000	0.00010	0.00000	17.70000	22.00000	9.90000	0.00000	0.00000	20.10000	70.00000	0.00000	3.70000	60.90000	2.50000	25.60000	7.30000	85.00000	0.00000	5.10000	9.90000	8.10000	7.57000	0.01000	4.92000	4.42000	0.52000	0.94000	1.13000	3.18496	4.65837	0.89837									
